Region,Country,City
France,Pays de la Loire,Les Sables d'Olonne
France,Pays de la Loire,Montsoreau
France,Pays de la Loire,Saint-Nazaire
France,Pays de la Loire,Saumur
France,Pays de la Loire,Château-du-Loir
France,Pays de la Loire,Fontevrault
France,Pays de la Loire,Noirmoutier-en-l'Île
France,Pays de la Loire,La Flèche
France,Pays de la Loire,L'Île-d'Yeu
France,Pays de la Loire,L'Île-D'Elle
France,Pays de la Loire,Montreuil-Bellay
France,Provence-Alpes-Côte d'Azur,Marseille
France,Provence-Alpes-Côte d'Azur,Aix-en-Provence
France,Provence-Alpes-Côte d'Azur,Arles
France,Provence-Alpes-Côte d'Azur,Avignon
France,Provence-Alpes-Côte d'Azur,Cannes
France,Provence-Alpes-Côte d'Azur,Nice
France,Provence-Alpes-Côte d'Azur,Toulon
France,Provence-Alpes-Côte d'Azur,Camargue
France,Provence-Alpes-Côte d'Azur,French Alps
France,Provence-Alpes-Côte d'Azur,French Riviera
France,Provence-Alpes-Côte d'Azur,Îles d'Hyères
France,Provence-Alpes-Côte d'Azur,Luberon
France,Provence-Alpes-Côte d'Azur,Mercantour National Park
France,Provence-Alpes-Côte d'Azur,Mont Ventoux
France,Provence-Alpes-Côte d'Azur,Verdon Gorge
Greece,Peloponnese,Loutraki
Greece,Peloponnese,Corinth
Greece,Peloponnese,Patras
Greece,Peloponnese,Olympia
Greece,Peloponnese,Amaliada
Greece,Peloponnese,Elafonisos
Greece,Peloponnese,Kyparissia
Greece,Peloponnese,Pylos
Greece,Peloponnese,Methoni
Greece,Peloponnese,Koroni
Greece,Peloponnese,Kalamata
Greece,Peloponnese,Nemea
Greece,Peloponnese,Tripoli
Greece,Peloponnese,Ano Doliana
Greece,Peloponnese,Sparta
Greece,Peloponnese,Mystras
Greece,Peloponnese,Gytheion
Greece,Peloponnese,Argos
Greece,Peloponnese,Nafplio
Greece,Peloponnese,Spetses
Greece,Peloponnese,Poros
Greece,Peloponnese,Hydra
Greece,Peloponnese,Tolo
Greece,Peloponnese,Epidaurus
Greece,Peloponnese,Leonidio
Greece,Peloponnese,Kyparissi
Greece,Peloponnese,Monemvassia
Greece,Peloponnese,Methana
Greece,Central Greece,Athens
Greece,Central Greece,Chalcis
Greece,Central Greece,Delphi
Greece,Central Greece,Lamia
Greece,Central Greece,Galaxidi
Greece,Central Greece,Itea
Greece,Thessaly,Larissa
Greece,Thessaly,Almyros
Greece,Thessaly,Amaliapolis
Greece,Thessaly,Kalampaka
Greece,Thessaly,Karditsa
Greece,Thessaly,Volos
Greece,Thessaly,Trikala
Greece,Thessaly,Agria
Greece,Thessaly,Meteora
Greece,Thessaly,Mount Pelion
Greece,Thessaly,Olympos National Park
Greece,Thessaly,Plastira Lake
Greece,Northern Greece,Preveza
Greece,Northern Greece,Ioannina
Greece,Northern Greece,Veria
Greece,Northern Greece,Thessaloniki
Greece,Northern Greece,Serres
Greece,Northern Greece,Kavala
Greece,Northern Greece,Xanthi
Greece,Northern Greece,Komotini
Greece,Northern Greece,Alexandroupoli
Greece,Northern Greece,Zagori
Greece,Northern Greece,Olympos National Park
Greece,Northern Greece,Chalkidiki
Greece,Northern Greece,Pangaion Hills
Greece,Northern Greece,Rhodope Mountains
Greece,Northern Greece,Nestos
Greece,Epirus,Parga
Greece,Epirus,Arta
Greece,Epirus,Igoumenitsa
Greece,Epirus,Ioannina
Greece,Epirus,Konitsa
Greece,Epirus,Metsovo
Greece,Epirus,Pramanta
Greece,Epirus,Preveza
Greece,Epirus,
Greece,Epirus,Zagori
Greece,Epirus,Tzoumerka National Park
Greece,Epirus,Acheron Gorge
Greece,Greek Islands,Heraklion
Greece,Greek Islands,Rhodes
Greece,Greek Islands,Corfu
Greece,Greek Islands,Ithaca
Greece,Greek Islands,Kefalonia
Greece,Greek Islands,Kos
Greece,Greek Islands,Mykonos
Greece,Greek Islands,Rhodes
Greece,Greek Islands,Santorini
Greece,Greek Islands,Zakynthos
Greece,Crete,Heraklion
Greece,Crete,Chania
Greece,Crete,Rethymnon
Greece,Crete,Sitia
Greece,Crete,Ierapetra
Greece,Crete,Agios Nikolaos
Greece,Crete,Malia
Greece,Crete,Archanes
Greece,Crete,Houdetsi
Greece,Crete,Samaria National Park
Greece,Crete,Lasithi Plateau
Greece,Crete,Vai palm-forest
Iberia,Andorra,Andorra la Vella
Iberia,Andorra,Santa Coloma d'Andorra
Iberia,Andorra,Sant Julia de Loria
Iberia,Andorra,Escaldes-Engordany
Iberia,Andorra,Encamp
Iberia,Andorra,La Massana
Iberia,Andorra,Ordino
Iberia,Andorra,Canillo
Iberia,Andorra,Arinsal
Iberia,Andorra,Pal
Iberia,Andorra,Pas de la Casa
Iberia,Andorra,Soldeu
Iberia,Portugal,Lisbon
Iberia,Portugal,Angra do Heroísmo
Iberia,Portugal,Aveiro
Iberia,Portugal,Braga
Iberia,Portugal,Coimbra
Iberia,Portugal,Évora
Iberia,Portugal,Funchal
Iberia,Portugal,Guimarães
Iberia,Portugal,Porto
Iberia,Portugal,Alto Douro Wine Region
Iberia,Portugal,Cabo da Roca
Iberia,Portugal,Prehistoric Rock Art Sites in the Côa Valley
Iberia,Portugal,Laurisilva of Madeira
Iberia,Portugal,Peneda-Gerês National Park
Iberia,Portugal,Serra da Estrela Natural Park 
Iberia,Spain,Madrid
Iberia,Spain,Barcelona
Iberia,Spain,Bilbao
Iberia,Spain,Córdoba
Iberia,Spain,Granada
Iberia,Spain,Málaga
Iberia,Spain,Seville
Iberia,Spain,Valencia
Iberia,Spain,Zaragoza
Iberia,Spain,Costa Blanca
Iberia,Spain,Costa Brava
Iberia,Spain,Costa del Sol
Iberia,Spain,Gran Canaria
Iberia,Spain,Ibiza
Iberia,Spain,Mallorca
Iberia,Spain,Sierra Nevada
Iberia,Spain,Tenerife
Nordic countries,Denmark,Copenhagen
Nordic countries,Denmark,Aalborg
Nordic countries,Denmark,Aarhus
Nordic countries,Denmark,Esbjerg
Nordic countries,Denmark,Nykøbing Falster
Nordic countries,Denmark,Odense
Nordic countries,Denmark,Roskilde
Nordic countries,Denmark,Skagen
Nordic countries,Denmark,Sønderborg
Nordic countries,Denmark,Anholt
Nordic countries,Denmark,Ertholmene
Nordic countries,Denmark,Femø
Nordic countries,Denmark,Fanø
Nordic countries,Denmark,Hirsholmene
Nordic countries,Denmark,Kongernes Nordsjælland National Park
Nordic countries,Denmark,Læsø
Nordic countries,Denmark,Samsø
Nordic countries,Denmark,Stevns Cliff
Nordic countries,Finland,Helsinki
Nordic countries,Finland,Jyväskylä
Nordic countries,Finland,Oulu
Nordic countries,Finland,Rauma
Nordic countries,Finland,Rovaniemi
Nordic countries,Finland,Savonlinna
Nordic countries,Finland,Tampere
Nordic countries,Finland,Turku
Nordic countries,Finland,Vaasa
Nordic countries,Finland,Archipelago Sea
Nordic countries,Finland,Koli National Park
Nordic countries,Finland,Lemmenjoki National Park
Nordic countries,Finland,Nuuksio National Park
Nordic countries,Finland,Kilpisjärvi
Nordic countries,Finland,Levi
Nordic countries,Iceland,Reykjavík
Nordic countries,Iceland,Akureyri
Nordic countries,Iceland,Egilsstaðir
Nordic countries,Iceland,Hafnarfjörður
Nordic countries,Iceland,Höfn
Nordic countries,Iceland,Húsavík
Nordic countries,Iceland,Ísafjörður
Nordic countries,Iceland,Selfoss
Nordic countries,Iceland,Stykkishólmur
Nordic countries,Iceland,Þingvellir National Park
Nordic countries,Iceland,Vatnajökull National Park
Nordic countries,Iceland,Snæfellsjökull National Park
Nordic countries,Iceland,Blue Lagoon
Nordic countries,Iceland,Mývatn
Nordic countries,Iceland,Gullfoss
Nordic countries,Iceland,Langjökull
Nordic countries,Iceland,Geysir
Nordic countries,Iceland,Jökulsárlón
Nordic countries,Iceland,Landmannalaugar
Nordic countries,Iceland,Reykholt
Nordic countries,Iceland,Thórsmörk
Nordic countries,Norway,Oslo
Nordic countries,Norway,Bergen
Nordic countries,Norway,Bodø
Nordic countries,Norway,Drammen
Nordic countries,Norway,Fredrikstad
Nordic countries,Norway,Kristiansand
Nordic countries,Norway,Stavanger
Nordic countries,Norway,Tromsø
Nordic countries,Norway,Trondheim
Nordic countries,Norway,Atlanterhavsveien
Nordic countries,Norway,Hardangervidda
Nordic countries,Norway,Jostedalsbreen
Nordic countries,Norway,Jotunheimen
Nordic countries,Norway,Lofoten
Nordic countries,Norway,Nordkapp
Nordic countries,Norway,Sognefjorden
Nordic countries,Sweden,Stockholm
Nordic countries,Sweden,Gothenburg
Nordic countries,Sweden,Karlskrona
Nordic countries,Sweden,Linköping
Nordic countries,Sweden,Lund
Nordic countries,Sweden,Malmö
Nordic countries,Sweden,Umeå
Nordic countries,Sweden,Uppsala
Nordic countries,Sweden,Visby
Nordic countries,Sweden,Bergslagen
Nordic countries,Sweden,Ekerö
Nordic countries,Sweden,High Coast
Nordic countries,Sweden,Kiruna Municipality
Nordic countries,Sweden,Laponia
Nordic countries,Sweden,Siljansbygden
Nordic countries,Sweden,Stockholm archipelago
Nordic countries,Sweden,Åre
Nordic countries,Sweden,Öland
Nordic countries,Faroe Islands,Tórshavn
Nordic countries,Faroe Islands,Klaksvík
Nordic countries,Faroe Islands,Hoyvík
Nordic countries,Faroe Islands,Tvøroyri
Nordic countries,Faroe Islands,Vágur
Nordic countries,Faroe Islands,Runavík
Nordic countries,Faroe Islands,Fuglafjørður
Nordic countries,Faroe Islands,Kirkjubøur
Nordic countries,Faroe Islands,Gjógv
Nordic countries,Faroe Islands,Eiði
Nordic countries,Faroe Islands,Saksun
Nordic countries,Faroe Islands,Oyndarfjørður
Nordic countries,Faroe Islands,Gásadalur
Nordic countries,Faroe Islands,Bøur
Nordic countries,Faroe Islands,Nólsoy
Nordic countries,Faroe Islands,Viðareiði
Nordic countries,Faroe Islands,Porkeri
Nordic countries,Faroe Islands,Fámjin
Nordic countries,Faroe Islands,Hvalba
Nordic countries,Faroe Islands,Vestmanna
Nordic countries,Åland,Mariehamn
Nordic countries,Åland,Eckerö
Nordic countries,Åland,Finström
Nordic countries,Åland,Geta
Nordic countries,Åland,Hammarland
Nordic countries,Åland,Jomala
Nordic countries,Åland,Lemland
Nordic countries,Åland,Lumparland
Nordic countries,Åland,Saltvik
Nordic countries,Åland,Sund
Nordic countries,Åland,Brändö
Nordic countries,Åland,Föglö
Nordic countries,Åland,Kumlinge
Nordic countries,Åland,Kökar
Nordic countries,Åland,Sottunga
Nordic countries,Åland,Vårdö
